Date,Fremont Bridge West Sidewalk,Fremont Bridge East Sidewalk
07/28/2019 08:00:00 PM,162,108
12/04/2020 02:00:00 PM,95,96
04/13/2014 11:00:00 AM,134,226
10/24/2018 07:00:00 PM,210,98
07/08/2017 01:00:00 AM,6,34
08/16/2017 12:00:00 PM,122,124
01/05/2021 05:00:00 AM,8,8
05/13/2018 05:00:00 PM,156,216
02/05/2016 04:00:00 AM,6,4
10/10/2012 08:00:00 AM,266,604
06/28/2018 12:00:00 PM,94,62
10/17/2018 09:00:00 PM,90,46
02/24/2013 10:00:00 PM,20,12
10/09/2012 04:00:00 PM,298,190
02/11/2016 04:00:00 AM,12,6
10/25/2014 11:00:00 AM,74,82
06/02/2020 04:00:00 AM,1,3
07/24/2017 04:00:00 AM,16,6
12/12/2016 07:00:00 PM,138,68
06/28/2015 09:00:00 PM,54,46
06/26/2015 04:00:00 AM,4,6
01/23/2020 01:00:00 PM,30,30
01/23/2017 06:00:00 AM,70,118
01/23/2016 03:00:00 AM,0,2
04/29/2017 06:00:00 PM,62,42
09/08/2013 10:00:00 PM,34,16
02/17/2018 05:00:00 AM,6,0
10/04/2017 07:00:00 PM,250,112
12/04/2020 07:00:00 PM,32,18
07/22/2013 12:00:00 AM,12,16
09/01/2019 02:00:00 AM,8,12
09/24/2016 05:00:00 PM,146,142
10/19/2013 10:00:00 AM,84,94
05/18/2017 09:00:00 PM,88,76
12/18/2020 02:00:00 PM,41,28
03/24/2020 12:00:00 PM,58,50
04/01/2014 12:00:00 PM,54,82
09/12/2019 05:00:00 AM,38,36
07/03/2019 11:00:00 AM,112,78
03/30/2018 05:00:00 AM,18,34
09/07/2018 04:00:00 PM,554,230
10/14/2019 04:00:00 PM,642,302
11/03/2016 08:00:00 PM,130,82
09/01/2014 11:00:00 AM,142,178
08/21/2016 09:00:00 AM,84,90
11/14/2013 09:00:00 PM,56,34
05/04/2014 08:00:00 PM,28,26
09/12/2013 09:00:00 AM,220,434
11/08/2016 09:00:00 AM,214,290
09/10/2019 01:00:00 PM,136,84
04/21/2016 03:00:00 AM,0,0
04/19/2019 07:00:00 PM,104,26
05/16/2017 04:00:00 AM,8,6
02/26/2020 01:00:00 PM,94,50
07/27/2018 04:00:00 PM,618,276
12/21/2015 10:00:00 AM,22,38
03/01/2015 06:00:00 AM,16,8
12/25/2015 10:00:00 AM,12,10
11/03/2020 01:00:00 PM,11,10
06/26/2019 10:00:00 AM,184,150
11/28/2012 04:00:00 PM,166,122
02/28/2018 06:00:00 PM,292,92
05/26/2016 05:00:00 PM,906,366
03/26/2015 08:00:00 PM,172,80
06/01/2014 08:00:00 PM,88,100
07/24/2014 07:00:00 PM,252,162
05/20/2013 04:00:00 AM,8,0
06/20/2016 06:00:00 AM,126,242
11/02/2016 04:00:00 AM,12,6
10/04/2013 12:00:00 PM,76,112
03/11/2013 10:00:00 PM,38,22
02/14/2014 08:00:00 AM,150,338
07/09/2018 02:00:00 AM,2,4
11/30/2019 10:00:00 PM,18,20
11/08/2014 09:00:00 AM,142,78
03/18/2017 01:00:00 PM,28,34
01/17/2015 01:00:00 AM,4,14
03/24/2013 03:00:00 AM,2,6
12/31/2018 03:00:00 PM,156,70
03/12/2020 09:00:00 PM,38,28
03/19/2018 10:00:00 AM,88,78
09/25/2016 12:00:00 PM,160,118
10/27/2012 01:00:00 AM,6,12
01/25/2013 02:00:00 PM,72,52
06/01/2014 06:00:00 AM,16,36
04/03/2016 12:00:00 AM,18,14
12/01/2013 08:00:00 AM,32,24
01/10/2015 04:00:00 PM,64,62
10/10/2018 01:00:00 AM,0,4
08/30/2017 05:00:00 PM,1116,382
01/05/2018 09:00:00 PM,24,20
12/02/2019 01:00:00 AM,2,2
04/29/2019 10:00:00 AM,142,120
12/20/2017 03:00:00 AM,6,2
03/02/2019 04:00:00 PM,130,120
05/02/2015 06:00:00 AM,30,36
09/20/2013 12:00:00 AM,20,24
06/25/2013 08:00:00 PM,66,30
11/18/2019 12:00:00 AM,2,4
12/12/2018 09:00:00 PM,38,20
12/22/2017 08:00:00 PM,32,10
07/15/2013 10:00:00 AM,130,178
04/03/2020 07:00:00 AM,82,70
10/02/2018 09:00:00 PM,44,32
02/11/2013 01:00:00 AM,4,2
03/13/2017 09:00:00 PM,30,20
08/30/2016 03:00:00 AM,0,2
02/10/2016 01:00:00 AM,4,4
07/06/2015 02:00:00 PM,124,120
10/14/2019 11:00:00 AM,92,116
10/16/2013 08:00:00 AM,274,594
02/25/2020 08:00:00 PM,90,44
01/14/2013 08:00:00 AM,178,374
11/21/2020 07:00:00 AM,17,16
04/18/2018 06:00:00 PM,644,326
10/16/2015 05:00:00 PM,776,368
06/22/2017 04:00:00 PM,560,236
09/25/2016 06:00:00 PM,114,122
04/27/2020 09:00:00 AM,58,58
10/07/2016 10:00:00 AM,80,98
11/13/2014 04:00:00 PM,254,142
01/27/2018 10:00:00 PM,14,14
06/11/2016 08:00:00 AM,86,62
02/14/2016 04:00:00 AM,0,2
09/04/2015 03:00:00 AM,4,6
03/26/2015 09:00:00 PM,54,72
06/16/2020 10:00:00 AM,45,29
01/25/2014 07:00:00 PM,32,28
09/10/2018 01:00:00 AM,0,0
04/07/2020 02:00:00 PM,126,136
11/15/2017 09:00:00 AM,182,160
02/25/2017 04:00:00 PM,60,80
02/03/2017 03:00:00 AM,0,0
10/14/2018 08:00:00 AM,64,54
04/23/2017 05:00:00 PM,30,16
05/10/2017 10:00:00 AM,142,126
06/05/2013 01:00:00 PM,136,120
03/15/2020 04:00:00 AM,2,2
10/23/2016 05:00:00 PM,84,94
05/16/2015 10:00:00 PM,34,18
05/19/2014 04:00:00 PM,458,288
04/17/2018 06:00:00 PM,542,228
04/10/2015 02:00:00 PM,94,102
07/16/2020 01:00:00 PM,75,58
04/18/2015 04:00:00 AM,4,4
04/28/2013 11:00:00 PM,10,10
05/06/2015 12:00:00 PM,50,90
02/24/2020 11:00:00 AM,82,62
12/11/2016 08:00:00 AM,20,20
03/31/2020 08:00:00 AM,33,21
09/03/2020 07:00:00 AM,111,89
03/19/2017 07:00:00 PM,68,58
01/22/2014 08:00:00 PM,86,50
01/20/2021 06:00:00 AM,27,25
03/20/2015 01:00:00 AM,2,10
02/11/2021 06:00:00 PM,23,19
10/04/2018 08:00:00 AM,580,524
11/19/2013 07:00:00 AM,118,322
11/05/2014 04:00:00 PM,230,162
03/27/2013 09:00:00 AM,150,274
09/08/2016 01:00:00 PM,86,88
01/03/2018 07:00:00 PM,152,46
08/08/2017 04:00:00 PM,576,214
11/30/2013 12:00:00 PM,56,82
11/17/2013 02:00:00 PM,56,120
07/17/2013 06:00:00 PM,626,322
10/23/2018 02:00:00 PM,100,58
07/11/2016 08:00:00 PM,184,104
12/19/2013 04:00:00 AM,0,2
06/25/2019 05:00:00 PM,1590,514
01/25/2020 12:00:00 AM,10,0
03/19/2017 08:00:00 PM,46,40
10/13/2016 09:00:00 PM,24,10
05/29/2016 10:00:00 PM,42,16
10/03/2015 01:00:00 PM,162,162
07/26/2018 08:00:00 PM,222,138
10/18/2020 03:00:00 AM,1,3
01/15/2017 06:00:00 PM,28,28
01/14/2019 11:00:00 AM,72,64
10/06/2016 04:00:00 AM,12,12
10/05/2016 12:00:00 PM,70,54
03/11/2016 12:00:00 PM,80,114
01/26/2020 02:00:00 AM,2,0
02/02/2018 11:00:00 AM,48,60
10/09/2018 01:00:00 PM,70,92
08/20/2016 07:00:00 PM,80,60
04/11/2016 11:00:00 PM,22,20
05/24/2013 12:00:00 PM,116,108
05/13/2019 05:00:00 AM,38,58
06/02/2016 04:00:00 AM,12,12
06/24/2019 12:00:00 PM,82,98
12/02/2016 10:00:00 PM,38,22
10/26/2018 08:00:00 AM,446,336
11/20/2016 04:00:00 AM,2,2
04/25/2016 10:00:00 PM,28,38
04/05/2017 11:00:00 PM,16,6
08/26/2014 08:00:00 AM,452,1064
10/12/2017 07:00:00 PM,174,90
11/06/2020 11:00:00 PM,9,13
01/22/2020 10:00:00 AM,80,62
02/16/2020 08:00:00 PM,16,10
12/20/2016 02:00:00 AM,0,0
02/18/2016 12:00:00 PM,42,38
03/13/2018 08:00:00 PM,68,34
01/26/2017 08:00:00 AM,308,494
07/24/2019 08:00:00 AM,852,652
06/12/2020 11:00:00 AM,42,28
06/15/2020 10:00:00 AM,20,17
11/19/2014 12:00:00 AM,4,6
04/25/2018 08:00:00 AM,636,656
03/06/2014 08:00:00 PM,72,34
02/03/2013 11:00:00 AM,56,86
09/21/2018 07:00:00 AM,326,318
10/09/2020 01:00:00 PM,75,61
11/17/2019 01:00:00 AM,4,22
03/24/2016 03:00:00 AM,0,2
01/04/2020 10:00:00 AM,82,66
07/04/2016 01:00:00 AM,6,6
08/19/2019 06:00:00 AM,184,188
11/25/2016 09:00:00 AM,42,56
01/14/2016 01:00:00 PM,76,68
02/04/2020 05:00:00 AM,20,14
09/07/2020 04:00:00 AM,3,4
03/07/2019 09:00:00 PM,40,14
03/09/2020 05:00:00 AM,24,10
09/12/2018 07:00:00 PM,264,112
11/16/2012 07:00:00 AM,142,282
03/20/2020 05:00:00 AM,16,10
10/02/2013 07:00:00 AM,128,284
08/02/2016 03:00:00 PM,156,114
11/09/2015 02:00:00 AM,2,2
06/30/2020 08:00:00 PM,53,37
02/22/2021 07:00:00 AM,47,42
11/29/2013 11:00:00 AM,60,92
06/19/2020 11:00:00 PM,13,3
08/02/2013 12:00:00 AM,20,2
12/29/2013 05:00:00 AM,2,4
12/18/2013 03:00:00 AM,0,2
11/07/2018 08:00:00 AM,562,502
10/26/2017 10:00:00 PM,40,28
04/02/2020 07:00:00 PM,92,72
05/30/2016 09:00:00 AM,184,150
07/05/2013 06:00:00 AM,62,86
04/25/2016 02:00:00 PM,70,56
08/02/2015 10:00:00 AM,84,134
07/14/2014 05:00:00 PM,920,396
01/29/2015 11:00:00 PM,24,42
03/22/2020 04:00:00 PM,220,198
10/16/2020 01:00:00 AM,0,1
06/19/2014 06:00:00 AM,112,272
12/30/2012 02:00:00 PM,68,86
08/04/2015 10:00:00 AM,120,144
11/15/2018 02:00:00 PM,114,60
11/17/2014 06:00:00 AM,70,108
10/08/2014 11:00:00 AM,8,114
10/04/2019 03:00:00 AM,0,4
03/04/2013 11:00:00 AM,54,92
12/24/2016 11:00:00 AM,32,42
08/06/2017 03:00:00 AM,8,8
05/30/2018 09:00:00 PM,104,70
12/02/2017 12:00:00 PM,20,34
04/22/2020 09:00:00 AM,48,26
11/23/2016 12:00:00 PM,58,52
12/29/2014 04:00:00 AM,4,10
11/27/2020 03:00:00 PM,156,116
06/11/2020 04:00:00 AM,2,5
08/06/2019 10:00:00 PM,106,56
01/03/2020 09:00:00 PM,34,12
12/06/2018 09:00:00 PM,54,16
09/12/2015 08:00:00 AM,102,74
10/30/2014 12:00:00 PM,26,50
11/06/2014 01:00:00 PM,52,46
02/03/2013 09:00:00 PM,20,22
05/02/2019 08:00:00 PM,154,80
12/10/2016 07:00:00 PM,16,10
11/22/2018 05:00:00 AM,4,2
12/02/2013 09:00:00 AM,134,284
05/15/2016 12:00:00 AM,12,8
12/09/2020 07:00:00 AM,41,37
06/17/2018 10:00:00 AM,196,160
07/06/2015 03:00:00 AM,4,8
10/17/2012 12:00:00 PM,100,122
04/07/2013 08:00:00 AM,26,24
08/24/2016 04:00:00 PM,512,204
08/03/2016 12:00:00 PM,96,98
09/25/2019 08:00:00 AM,904,666
02/16/2014 10:00:00 PM,4,0
10/21/2014 03:00:00 PM,126,112
10/19/2014 10:00:00 PM,22,18
02/01/2018 10:00:00 AM,84,74
01/21/2014 07:00:00 AM,128,308
04/11/2015 10:00:00 AM,64,122
03/13/2018 08:00:00 AM,356,388
03/03/2020 04:00:00 AM,10,8
08/25/2015 04:00:00 AM,0,16
01/29/2021 10:00:00 PM,6,2
10/24/2015 03:00:00 AM,2,0
09/17/2013 09:00:00 AM,236,314
02/12/2019 11:00:00 AM,4,4
09/12/2017 02:00:00 AM,2,4
10/14/2013 02:00:00 PM,124,140
01/22/2017 10:00:00 AM,16,18
06/26/2018 03:00:00 AM,0,4
11/28/2020 10:00:00 PM,1,4
06/09/2016 01:00:00 PM,112,90
12/08/2020 10:00:00 PM,4,5
07/08/2017 07:00:00 PM,118,142
10/21/2019 04:00:00 PM,470,118
07/27/2015 04:00:00 PM,454,244
10/02/2017 01:00:00 PM,70,58
11/23/2016 11:00:00 AM,42,58
11/18/2020 10:00:00 AM,20,10
02/05/2016 09:00:00 AM,140,242
03/11/2013 12:00:00 PM,46,66
06/27/2019 04:00:00 AM,4,8
10/03/2014 02:00:00 PM,28,268
03/09/2014 09:00:00 AM,22,40
11/21/2014 02:00:00 AM,8,8
05/25/2014 03:00:00 AM,2,4
04/19/2019 06:00:00 PM,242,114
11/22/2019 09:00:00 PM,32,34
07/16/2019 02:00:00 AM,4,2
06/12/2013 12:00:00 PM,92,116
03/07/2020 06:00:00 AM,18,4
05/11/2015 02:00:00 PM,90,98
12/07/2012 06:00:00 AM,58,102
03/19/2013 07:00:00 AM,126,344
05/23/2013 04:00:00 AM,4,0
10/26/2016 07:00:00 PM,110,64
05/02/2020 03:00:00 PM,11,16
04/29/2015 02:00:00 PM,92,72
05/26/2020 05:00:00 AM,9,9
03/29/2017 06:00:00 AM,58,80
04/16/2016 04:00:00 AM,8,0
11/01/2019 02:00:00 PM,170,92
11/24/2020 11:00:00 AM,24,25
02/16/2019 04:00:00 PM,36,12
06/19/2019 03:00:00 AM,0,4
02/22/2015 04:00:00 PM,172,132
01/29/2017 10:00:00 AM,74,46
01/04/2014 02:00:00 AM,4,0
12/28/2018 08:00:00 PM,8,10
11/08/2015 01:00:00 AM,12,8
04/30/2015 07:00:00 PM,208,154
10/29/2012 08:00:00 PM,72,38
08/13/2017 08:00:00 PM,42,42
03/15/2017 03:00:00 PM,70,64
06/05/2013 03:00:00 AM,2,6
05/17/2018 12:00:00 AM,18,6
04/15/2016 07:00:00 PM,178,116
10/03/2017 03:00:00 AM,2,0
08/12/2013 03:00:00 PM,148,184
06/16/2015 08:00:00 AM,388,784
10/11/2015 06:00:00 AM,6,24
08/21/2017 11:00:00 PM,14,24
08/21/2018 04:00:00 AM,10,12
09/15/2019 09:00:00 PM,16,18
03/18/2019 02:00:00 PM,140,124
01/12/2015 02:00:00 PM,0,164
12/04/2018 12:00:00 PM,62,74
06/05/2019 05:00:00 AM,46,68
08/17/2019 12:00:00 AM,32,20
04/28/2014 07:00:00 AM,32,510
05/14/2018 12:00:00 AM,2,2
02/06/2015 06:00:00 AM,48,76
01/06/2016 02:00:00 PM,78,62
08/30/2018 08:00:00 PM,142,98
06/15/2020 01:00:00 PM,27,24
12/05/2015 10:00:00 PM,6,10
12/18/2014 07:00:00 PM,132,70
01/04/2015 01:00:00 AM,6,10
02/08/2020 01:00:00 PM,136,64
06/26/2020 03:00:00 PM,144,118
09/14/2017 02:00:00 AM,2,4
12/05/2015 06:00:00 PM,28,18
08/08/2014 03:00:00 AM,12,0
08/18/2015 05:00:00 PM,972,436
03/25/2020 06:00:00 PM,102,89
01/12/2021 01:00:00 AM,0,0
01/11/2013 07:00:00 PM,90,40
11/09/2014 02:00:00 AM,6,6
10/09/2019 03:00:00 AM,2,4
01/07/2021 12:00:00 AM,1,2
10/10/2020 04:00:00 AM,1,0
04/02/2020 10:00:00 AM,40,44
01/22/2021 12:00:00 PM,51,46
04/23/2019 03:00:00 PM,198,132
05/10/2015 10:00:00 AM,96,160
07/11/2019 05:00:00 PM,1302,440
02/18/2014 03:00:00 AM,2,0
12/02/2016 02:00:00 AM,0,0
06/24/2015 11:00:00 PM,24,30
07/11/2015 12:00:00 PM,140,180
06/20/2015 02:00:00 AM,4,6
03/15/2018 04:00:00 AM,6,12
10/03/2017 09:00:00 PM,94,40
03/28/2013 01:00:00 PM,64,76
08/04/2020 01:00:00 PM,89,81
10/09/2018 12:00:00 AM,2,2
07/21/2013 06:00:00 AM,10,14
09/10/2019 12:00:00 PM,104,90
09/19/2016 11:00:00 PM,22,10
01/17/2016 09:00:00 PM,24,6
12/14/2016 11:00:00 AM,34,48
11/20/2014 09:00:00 AM,162,314
06/14/2018 02:00:00 PM,102,102
02/02/2014 02:00:00 PM,126,144
12/16/2016 09:00:00 PM,34,26
07/24/2020 11:00:00 AM,67,50
11/10/2018 03:00:00 AM,2,2
04/15/2017 08:00:00 AM,58,54
06/19/2015 06:00:00 PM,432,208
06/06/2019 09:00:00 PM,104,78
06/25/2015 02:00:00 PM,134,106
05/04/2013 09:00:00 AM,180,192
06/24/2016 07:00:00 AM,164,334
01/13/2020 12:00:00 PM,24,16
11/01/2017 03:00:00 AM,6,0
11/02/2017 09:00:00 AM,248,230
09/19/2019 10:00:00 AM,218,120
05/20/2017 01:00:00 AM,14,14
02/16/2013 09:00:00 AM,42,78
06/10/2014 07:00:00 PM,312,230
05/25/2020 11:00:00 PM,2,0
10/04/2018 05:00:00 PM,972,314
04/20/2020 06:00:00 PM,274,302
02/07/2021 10:00:00 PM,1,6
11/20/2019 10:00:00 AM,198,128
11/22/2017 09:00:00 AM,162,142
06/24/2016 09:00:00 AM,162,200
10/21/2013 03:00:00 PM,158,112
12/10/2017 04:00:00 PM,68,74
04/14/2015 10:00:00 PM,24,34
10/29/2016 06:00:00 AM,16,18
04/04/2018 09:00:00 AM,220,188
07/29/2014 06:00:00 AM,142,286
04/10/2018 06:00:00 PM,426,212
06/04/2016 07:00:00 AM,78,72
06/06/2014 01:00:00 AM,18,16
05/26/2018 03:00:00 PM,172,200
11/17/2014 01:00:00 AM,4,2
12/02/2013 03:00:00 AM,0,8
12/25/2012 09:00:00 AM,10,4
06/20/2017 08:00:00 AM,438,564
10/27/2018 06:00:00 AM,20,10
05/22/2014 08:00:00 PM,174,114
04/05/2016 12:00:00 PM,66,68
03/19/2013 02:00:00 PM,80,64
03/25/2018 08:00:00 PM,14,34
10/26/2018 03:00:00 AM,0,2
11/13/2012 04:00:00 AM,4,12
08/20/2017 02:00:00 AM,6,12
02/05/2015 06:00:00 PM,292,146
09/21/2020 01:00:00 PM,54,58
07/30/2019 11:00:00 PM,40,30
01/20/2018 06:00:00 PM,30,28
07/10/2020 07:00:00 AM,80,69
03/12/2019 03:00:00 PM,84,54
08/02/2019 07:00:00 AM,350,312
12/09/2012 12:00:00 AM,8,4
08/28/2019 08:00:00 AM,834,618
10/06/2013 10:00:00 PM,24,18
06/28/2013 06:00:00 AM,98,216
10/31/2014 12:00:00 PM,34,32
01/18/2021 03:00:00 PM,153,118
02/09/2017 12:00:00 AM,2,0
01/01/2020 12:00:00 PM,82,98
02/26/2020 03:00:00 AM,0,2
11/30/2013 01:00:00 PM,112,104
08/14/2019 04:00:00 PM,798,294
03/26/2016 10:00:00 AM,82,86
09/19/2017 10:00:00 AM,90,68
12/07/2017 03:00:00 PM,156,92
05/20/2018 07:00:00 PM,110,68
07/29/2013 12:00:00 PM,84,96
12/24/2018 09:00:00 AM,38,26
06/01/2014 11:00:00 PM,12,18
06/11/2018 02:00:00 PM,170,122
09/20/2019 01:00:00 PM,232,128
04/27/2015 08:00:00 PM,144,186
03/30/2016 09:00:00 PM,88,84
08/06/2019 04:00:00 AM,20,14
04/11/2015 06:00:00 PM,48,88
09/05/2017 12:00:00 PM,62,62
06/17/2016 07:00:00 PM,200,78
12/05/2014 04:00:00 PM,176,128
06/08/2016 12:00:00 AM,12,16
01/03/2018 09:00:00 AM,244,256
08/01/2016 01:00:00 AM,14,6
03/14/2020 09:00:00 PM,16,12
04/06/2019 09:00:00 PM,18,22
11/19/2014 07:00:00 AM,158,426
09/18/2015 04:00:00 PM,338,226
09/30/2014 07:00:00 AM,212,500
12/30/2013 08:00:00 PM,34,52
11/12/2018 06:00:00 PM,432,138
07/05/2020 02:00:00 PM,175,128
10/24/2017 11:00:00 PM,14,18
03/02/2013 02:00:00 AM,8,10
04/16/2019 05:00:00 AM,32,38
10/12/2012 09:00:00 PM,32,20
12/23/2013 04:00:00 PM,176,120
09/27/2017 11:00:00 PM,40,26
12/26/2012 08:00:00 PM,24,20
08/22/2018 05:00:00 AM,42,26
09/04/2015 10:00:00 PM,26,28
02/02/2014 05:00:00 PM,38,44
03/05/2014 10:00:00 AM,54,72
06/01/2016 01:00:00 PM,94,128
12/30/2016 08:00:00 PM,18,14
08/19/2016 01:00:00 AM,10,6
12/07/2014 07:00:00 AM,6,14
04/18/2020 05:00:00 PM,210,194
05/22/2014 06:00:00 AM,108,342
09/02/2020 03:00:00 PM,109,84
07/22/2017 02:00:00 PM,238,220
03/28/2013 07:00:00 AM,122,292
08/11/2020 09:00:00 PM,51,30
10/28/2016 11:00:00 PM,24,40
03/29/2019 02:00:00 AM,4,2
11/11/2013 03:00:00 AM,0,2
11/15/2012 04:00:00 AM,6,10
10/19/2017 04:00:00 AM,8,4
08/21/2015 09:00:00 PM,60,60
05/29/2014 09:00:00 AM,286,396
02/20/2017 05:00:00 PM,240,52
02/14/2018 10:00:00 AM,52,66
07/21/2016 01:00:00 PM,124,134
06/27/2020 10:00:00 AM,57,53
02/02/2020 02:00:00 PM,172,130
04/05/2014 01:00:00 PM,70,94
12/17/2017 06:00:00 PM,28,16
12/20/2012 03:00:00 AM,2,0
09/27/2014 03:00:00 AM,6,4
04/30/2019 06:00:00 PM,742,284
03/31/2017 11:00:00 PM,30,10
08/11/2018 03:00:00 PM,332,142
12/09/2012 08:00:00 PM,8,12
10/13/2012 10:00:00 PM,28,8
10/23/2019 12:00:00 AM,16,2
06/12/2020 02:00:00 AM,0,0
09/04/2015 01:00:00 PM,68,74
12/27/2017 05:00:00 PM,166,56
09/07/2014 08:00:00 AM,68,86
09/08/2015 09:00:00 AM,176,288
01/03/2014 04:00:00 PM,258,128
11/06/2020 10:00:00 AM,50,25
01/07/2016 03:00:00 AM,0,2
07/27/2018 10:00:00 PM,54,58
06/11/2014 03:00:00 AM,4,6
12/12/2013 01:00:00 PM,70,48
05/08/2020 05:00:00 AM,11,14
04/04/2015 03:00:00 PM,124,220
03/21/2015 10:00:00 PM,18,26
07/26/2013 02:00:00 PM,154,116
06/11/2016 03:00:00 AM,0,2
05/03/2017 12:00:00 PM,64,84
05/17/2020 06:00:00 PM,105,108
08/09/2014 03:00:00 PM,170,228
10/03/2012 11:00:00 AM,64,20
11/21/2015 12:00:00 AM,4,16
03/03/2015 12:00:00 AM,2,22
12/11/2016 02:00:00 PM,54,38
06/04/2013 09:00:00 PM,142,166
11/22/2017 03:00:00 AM,2,4
05/16/2020 08:00:00 PM,27,14
10/03/2017 11:00:00 PM,26,10
09/27/2014 02:00:00 PM,162,206
11/30/2020 11:00:00 PM,5,0
10/04/2013 09:00:00 AM,206,334
01/05/2019 10:00:00 PM,10,12
08/27/2014 05:00:00 PM,1062,424
09/09/2016 09:00:00 PM,84,58
02/17/2014 06:00:00 PM,154,72
07/19/2020 06:00:00 AM,10,7
01/08/2020 08:00:00 PM,98,20
04/28/2016 02:00:00 PM,132,86
05/29/2018 10:00:00 PM,32,18
10/17/2018 02:00:00 PM,104,118
04/20/2015 03:00:00 PM,208,166
06/29/2013 12:00:00 AM,42,20
08/17/2014 09:00:00 AM,128,98
09/11/2019 01:00:00 AM,4,6
01/08/2018 09:00:00 PM,70,30
12/29/2012 02:00:00 AM,4,14
09/11/2013 07:00:00 PM,328,244
04/17/2015 08:00:00 AM,238,624
11/21/2012 01:00:00 AM,2,0
05/20/2020 12:00:00 PM,46,44
01/05/2017 07:00:00 AM,116,244
06/09/2019 06:00:00 AM,38,22
01/15/2014 10:00:00 AM,88,104
03/28/2013 02:00:00 AM,6,0
02/26/2018 08:00:00 PM,60,38
10/27/2020 05:00:00 AM,9,9
07/16/2020 02:00:00 AM,0,1
08/21/2017 09:00:00 AM,266,240
07/05/2014 06:00:00 PM,158,118
10/20/2019 01:00:00 PM,68,40
05/01/2018 01:00:00 PM,126,86
03/14/2017 03:00:00 PM,72,44
11/25/2014 12:00:00 AM,4,12
05/15/2013 01:00:00 PM,104,116
06/02/2019 01:00:00 AM,16,6
10/18/2019 01:00:00 AM,6,4
07/26/2016 04:00:00 AM,12,20
03/09/2017 03:00:00 PM,52,22
11/14/2015 08:00:00 AM,18,34
01/31/2020 12:00:00 AM,22,2
09/05/2019 07:00:00 AM,622,516
02/27/2013 05:00:00 AM,12,34
07/05/2019 11:00:00 AM,158,120
06/18/2020 06:00:00 PM,211,166
05/21/2018 10:00:00 PM,42,50
03/10/2017 03:00:00 PM,134,108
05/14/2020 10:00:00 AM,27,16
08/25/2017 06:00:00 PM,518,224
04/04/2019 10:00:00 PM,28,28
06/29/2016 10:00:00 AM,114,158
10/06/2015 07:00:00 PM,198,120
01/19/2013 09:00:00 PM,18,12
02/11/2013 05:00:00 AM,6,28
01/25/2019 10:00:00 PM,38,34
03/21/2020 05:00:00 PM,296,298
01/11/2013 01:00:00 PM,46,62
03/26/2019 03:00:00 PM,210,146
06/12/2018 03:00:00 AM,4,6
08/08/2018 01:00:00 PM,134,96
04/17/2014 04:00:00 PM,112,78
02/28/2020 02:00:00 AM,2,0
05/06/2020 12:00:00 PM,31,30
01/17/2015 02:00:00 PM,36,54
08/07/2020 12:00:00 PM,94,80
03/16/2016 11:00:00 AM,62,64
09/11/2020 12:00:00 PM,28,22
08/05/2014 08:00:00 AM,394,880
01/09/2014 03:00:00 AM,2,4
10/31/2016 11:00:00 PM,16,10
04/26/2017 08:00:00 PM,82,40
05/28/2020 04:00:00 AM,3,4
10/21/2018 01:00:00 PM,118,90
05/12/2020 09:00:00 PM,5,7
03/18/2016 01:00:00 PM,74,94
01/03/2017 11:00:00 PM,4,2
11/11/2015 04:00:00 PM,256,166
03/06/2020 04:00:00 PM,162,86
08/12/2018 06:00:00 AM,26,20
02/03/2014 12:00:00 PM,44,56
07/31/2014 01:00:00 AM,6,14
07/25/2016 12:00:00 PM,94,104
06/10/2018 09:00:00 PM,20,26
12/01/2020 11:00:00 AM,44,40
12/02/2015 03:00:00 PM,118,64
08/05/2020 07:00:00 PM,146,110
07/15/2015 06:00:00 PM,672,340
02/06/2013 11:00:00 AM,62,68
08/14/2018 02:00:00 AM,2,8
10/24/2018 02:00:00 AM,2,0
07/21/2020 12:00:00 PM,85,44
01/05/2018 05:00:00 AM,20,26
12/27/2020 03:00:00 PM,77,70
07/28/2016 10:00:00 AM,106,170
02/16/2013 05:00:00 AM,4,8
04/27/2019 10:00:00 PM,40,22
12/14/2017 07:00:00 AM,212,294
01/11/2017 04:00:00 PM,206,112
07/09/2016 09:00:00 PM,60,36
08/21/2014 01:00:00 AM,0,4
04/13/2018 12:00:00 AM,8,2
10/18/2013 05:00:00 PM,596,328
04/13/2015 11:00:00 PM,14,18
08/08/2019 12:00:00 PM,194,108
11/03/2019 11:00:00 AM,196,182
01/29/2020 07:00:00 AM,302,314
12/04/2020 02:00:00 AM,4,0
12/06/2017 08:00:00 AM,380,412
02/20/2013 03:00:00 PM,92,62
04/03/2020 01:00:00 AM,0,0
06/27/2018 08:00:00 AM,628,624
08/16/2016 12:00:00 PM,88,92
02/10/2016 02:00:00 AM,8,2
10/28/2019 06:00:00 PM,606,226
01/15/2019 01:00:00 PM,94,80
09/23/2018 12:00:00 PM,178,140
01/29/2015 07:00:00 AM,124,402
03/23/2016 10:00:00 PM,12,14
06/16/2013 01:00:00 AM,28,14
04/25/2019 10:00:00 PM,46,30
11/05/2017 10:00:00 AM,24,16
11/13/2017 07:00:00 AM,240,252
03/15/2018 03:00:00 AM,2,2
12/13/2017 11:00:00 PM,26,8
12/08/2014 09:00:00 AM,336,50
05/14/2015 05:00:00 PM,856,362
12/25/2014 12:00:00 PM,20,48
02/11/2014 10:00:00 AM,62,116
05/10/2013 03:00:00 PM,282,190
03/19/2020 10:00:00 PM,16,8
